identifier,username,total,frac_species,species,frac_genus,genus,frac_tribe,tribe,frac_subfamily,subfamily,frac_family,family
32563,bkmertz,7,0,0,0,0,0,0,0,0,1,7
996023,heatherstevens,7,0.857142857,6,0,0,0,0,0,0,0.142857143,1
2148095,semiferalhiker,7,1,7,0,0,0,0,0,0,0,0
97486,bugsoundsjc,7,0.571428571,4,0.142857143,1,0,0,0,0,0.285714286,2
486788,earlyelliott,7,1,7,0,0,0,0,0,0,0,0
421096,bfox81,7,0.285714286,2,0,0,0,0,0,0,0.714285714,5
5155061,evpink,7,0.142857143,1,0.285714286,2,0,0,0.142857143,1,0.428571429,3
3813800,serotonin,7,0.857142857,6,0,0,0,0,0.142857143,1,0,0
19846,forester93,7,1,7,0,0,0,0,0,0,0,0
77260,evahedstrom,7,1,7,0,0,0,0,0,0,0,0
1296202,sierrasquirrel,7,0.428571429,3,0.428571429,3,0,0,0,0,0.142857143,1
16101,dpom,7,0.857142857,6,0,0,0,0,0,0,0.142857143,1
40963,nationalaquarium,7,0.714285714,5,0,0,0.142857143,1,0,0,0.142857143,1
856560,pedrovernet,7,0.714285714,5,0.142857143,1,0.142857143,1,0,0,0,0
10129,ameet,7,1,7,0,0,0,0,0,0,0,0
2588577,romilson_lopes,7,1,7,0,0,0,0,0,0,0,0
3185525,arl0045,7,1,7,0,0,0,0,0,0,0,0
266219,rosawoodsii,7,0.285714286,2,0,0,0,0,0,0,0.714285714,5
1186511,kcollins,7,0.857142857,6,0,0,0,0,0,0,0.142857143,1
3526757,schwartz_k_13,7,0.571428571,4,0,0,0,0,0,0,0.428571429,3
1012543,shinrinyoku,7,0.857142857,6,0.142857143,1,0,0,0,0,0,0
5174409,apromaco,7,0.142857143,1,0,0,0,0,0,0,0.857142857,6
531266,henriquep,7,0.857142857,6,0,0,0,0,0,0,0.142857143,1
346436,rajibmaulick,7,0.857142857,6,0.142857143,1,0,0,0,0,0,0
6869,jbryant,7,0,0,0,0,0,0,0.142857143,1,0.857142857,6
87203,cappaert,7,0.857142857,6,0,0,0,0,0,0,0.142857143,1
461781,graceludena,7,1,7,0,0,0,0,0,0,0,0
2896769,danybu,7,1,7,0,0,0,0,0,0,0,0
1712214,lklucas,7,0.285714286,2,0.142857143,1,0,0,0,0,0.571428571,4
730823,colbee1,7,1,7,0,0,0,0,0,0,0,0
999040,soilsflutterby,7,0.571428571,4,0.285714286,2,0,0,0,0,0.142857143,1
959181,nightfawl,7,0.428571429,3,0,0,0,0,0,0,0.571428571,4
306834,mbarkdull,7,1,7,0,0,0,0,0,0,0,0
3707537,edd_965,7,0.857142857,6,0,0,0.142857143,1,0,0,0,0
1588175,billgo,7,0.857142857,6,0,0,0,0,0,0,0.142857143,1
3999525,javth,7,0.571428571,4,0.142857143,1,0,0,0,0,0.285714286,2
2151194,pbulman,7,0.857142857,6,0,0,0,0,0,0,0.142857143,1
1360697,imb,7,1,7,0,0,0,0,0,0,0,0
246848,yetinaturalist,7,0.857142857,6,0.142857143,1,0,0,0,0,0,0
8917,michiko,7,0.857142857,6,0,0,0,0,0,0,0.142857143,1
14812,gwark,7,0.714285714,5,0,0,0,0,0,0,0.285714286,2
3269365,carline65,7,0.857142857,6,0,0,0,0,0,0,0.142857143,1
829338,jenniferblack,7,0.714285714,5,0,0,0.142857143,1,0,0,0.142857143,1
775011,alhanniamabellpezmontao,7,1,7,0,0,0,0,0,0,0,0
27355,gonzalezii,7,1,7,0,0,0,0,0,0,0,0
432701,peggeesoo,7,0.714285714,5,0.142857143,1,0,0,0,0,0.142857143,1
4071807,eppu_,7,0.571428571,4,0,0,0,0,0.142857143,1,0.285714286,2
3463438,brystrange,7,1,7,0,0,0,0,0,0,0,0
1391026,nodiflora,7,0.571428571,4,0,0,0,0,0,0,0.428571429,3
1494532,angelique_k,7,0.714285714,5,0.142857143,1,0,0,0,0,0.142857143,1
2281390,wildlife77,7,0.428571429,3,0,0,0,0,0,0,0.571428571,4
78105,gmalonso,7,0.428571429,3,0.142857143,1,0,0,0,0,0.428571429,3
256327,tallastro,7,0.285714286,2,0,0,0,0,0,0,0.714285714,5
174495,tom15,7,1,7,0,0,0,0,0,0,0,0
988564,thumbwave,7,0.714285714,5,0.142857143,1,0,0,0,0,0.142857143,1
720528,apdp,7,0.857142857,6,0.142857143,1,0,0,0,0,0,0
924904,bulldogbiology,7,1,7,0,0,0,0,0,0,0,0
646850,ppauchnick,7,0,0,0,0,0,0,0,0,1,7
3326625,annalarney,7,0.714285714,5,0.285714286,2,0,0,0,0,0,0
1293535,benjamin189,7,1,7,0,0,0,0,0,0,0,0
1606576,leigha3,7,1,7,0,0,0,0,0,0,0,0
3934481,melinda_k,7,0.142857143,1,0.142857143,1,0.142857143,1,0,0,0.571428571,4
2482748,mrostrowski,7,0.571428571,4,0.142857143,1,0.142857143,1,0.142857143,1,0,0
1182839,giramone,7,0.857142857,6,0,0,0,0,0,0,0.142857143,1
1256300,wwrauscher,7,0.857142857,6,0.142857143,1,0,0,0,0,0,0
25763,leecain,7,1,7,0,0,0,0,0,0,0,0
1014980,jstraka,7,1,7,0,0,0,0,0,0,0,0
4888425,smpp8382_1,7,1,7,0,0,0,0,0,0,0,0
1482572,pslcarl,7,0.285714286,2,0,0,0,0,0,0,0.714285714,5
15548,andreerenosanborn,7,1,7,0,0,0,0,0,0,0,0
2856786,danieloscarmolina,7,1,7,0,0,0,0,0,0,0,0
2749367,em_ergency,7,0.714285714,5,0.285714286,2,0,0,0,0,0,0
216827,jafuentes,7,1,7,0,0,0,0,0,0,0,0
1409076,lenrely,7,0.285714286,2,0,0,0.142857143,1,0,0,0.571428571,4
1745520,louc33,7,1,7,0,0,0,0,0,0,0,0
675980,bri-k,7,0,0,0,0,0,0,0,0,1,7
567145,baldeagle,7,0.714285714,5,0,0,0,0,0,0,0.285714286,2
267179,jokurtz,7,1,7,0,0,0,0,0,0,0,0
1101184,sabersthedragon,7,0.857142857,6,0,0,0,0,0,0,0.142857143,1
541014,myelaphus,7,0,0,0,0,0,0,0,0,1,7
1758002,ryanpudwell,7,1,7,0,0,0,0,0,0,0,0
1096536,dvanoverbeke,7,0.714285714,5,0,0,0,0,0,0,0.285714286,2
288282,restringham,7,0,0,0,0,0,0,0,0,1,7
254942,jgibbs,7,0.857142857,6,0.142857143,1,0,0,0,0,0,0
19744,davidhsmall,7,1,7,0,0,0,0,0,0,0,0
4112849,schumannor,7,1,7,0,0,0,0,0,0,0,0
29409,eccentric_entomophile,7,0.285714286,2,0,0,0,0,0.142857143,1,0.571428571,4
1855213,ignaciojmln,7,1,7,0,0,0,0,0,0,0,0
492308,strix_v,7,0.714285714,5,0.142857143,1,0.142857143,1,0,0,0,0
541276,lacerdajulio,7,0.714285714,5,0,0,0,0,0,0,0.285714286,2
4840212,janet_rockburn,7,0.285714286,2,0.285714286,2,0,0,0,0,0.428571429,3
13716,troutlily57,7,0.714285714,5,0,0,0,0,0,0,0.285714286,2
31853,endalamo,7,0.857142857,6,0.142857143,1,0,0,0,0,0,0
993211,sean_c,7,0,0,0,0,0,0,0,0,1,7
528996,kevin_cheng,7,1,7,0,0,0,0,0,0,0,0
1253139,sadie1,7,0.571428571,4,0,0,0.142857143,1,0,0,0.285714286,2
2451112,brunoalzu,7,0.142857143,1,0.142857143,1,0,0,0,0,0.714285714,5
1803020,jandlp,7,0.428571429,3,0.142857143,1,0.142857143,1,0,0,0.285714286,2
3791310,fa1conx,7,0.571428571,4,0.142857143,1,0.142857143,1,0,0,0.142857143,1
3999474,emiliojumbojj,7,0.142857143,1,0,0,0,0,0.142857143,1,0.714285714,5
42124,bradgrimm,7,0.714285714,5,0,0,0,0,0,0,0.285714286,2
4633310,greatpurpleheron,7,1,7,0,0,0,0,0,0,0,0
507848,spteng,7,1,7,0,0,0,0,0,0,0,0
114138,jollygoodyellow,7,0.857142857,6,0,0,0,0,0,0,0.142857143,1
7757,prakrit,7,0.714285714,5,0,0,0,0,0,0,0.285714286,2
2648019,flamingofriend,7,0.857142857,6,0,0,0,0,0,0,0.142857143,1
2052036,jjmontem,7,0.714285714,5,0.142857143,1,0,0,0,0,0.142857143,1
604257,ares-afc,7,0.714285714,5,0,0,0,0,0,0,0.285714286,2
249674,yvette_marie_610,7,1,7,0,0,0,0,0,0,0,0
3142,mdwarriner,7,0.142857143,1,0,0,0,0,0,0,0.857142857,6
549875,dlobuglio,7,1,7,0,0,0,0,0,0,0,0
3396054,goldeaglekroll,7,0.714285714,5,0.142857143,1,0,0,0,0,0.142857143,1
1555689,francisco255,7,1,7,0,0,0,0,0,0,0,0
3223,pholroyd,7,0.428571429,3,0.142857143,1,0,0,0,0,0.428571429,3
2065374,muddytortoise,7,0,0,0,0,0,0,0,0,1,7
12099,jholmes,7,0.857142857,6,0,0,0,0,0,0,0.142857143,1
428661,aocheek,7,0.857142857,6,0.142857143,1,0,0,0,0,0,0
824054,eric-schmitty,7,0.857142857,6,0,0,0,0,0,0,0.142857143,1
1757672,gabrielceledon,7,0.857142857,6,0,0,0,0,0,0,0.142857143,1
652311,emily_villarreal,7,1,7,0,0,0,0,0,0,0,0
624366,tammy38,7,0.428571429,3,0.142857143,1,0,0,0,0,0.428571429,3
1279849,laalv1,7,0.857142857,6,0.142857143,1,0,0,0,0,0,0
447964,rakoonz,7,0.857142857,6,0,0,0,0,0,0,0.142857143,1
1761104,svermaak,7,1,7,0,0,0,0,0,0,0,0
1951560,vsepulveda,7,1,7,0,0,0,0,0,0,0,0
279977,elaphrornis,7,0.714285714,5,0,0,0,0,0,0,0.285714286,2
1310526,quarkchord,7,1,7,0,0,0,0,0,0,0,0
717246,francierlem,7,1,7,0,0,0,0,0,0,0,0
31792,aarongunnar,7,1,7,0,0,0,0,0,0,0,0
3901068,jvnna,7,0.714285714,5,0,0,0,0,0,0,0.285714286,2
1183106,thelastwordbender,7,1,7,0,0,0,0,0,0,0,0
2783826,mainter_gonox,7,0.857142857,6,0,0,0,0,0.142857143,1,0,0
47929,kaphn8d,7,0.714285714,5,0,0,0.142857143,1,0,0,0.142857143,1
3057,vermfly,7,1,7,0,0,0,0,0,0,0,0
1674968,natural_zone,7,0,0,0,0,0,0,0,0,1,7
1129456,kavana,7,0,0,0.285714286,2,0.714285714,5,0,0,0,0
268126,esolana,7,1,7,0,0,0,0,0,0,0,0
4573202,gatorhawk,7,0.714285714,5,0.142857143,1,0,0,0,0,0.142857143,1
3719659,frontyardscientist,7,0.428571429,3,0,0,0,0,0,0,0.571428571,4
3465595,inquiry,7,1,7,0,0,0,0,0,0,0,0
1604528,pamelaborjas,7,0.714285714,5,0.285714286,2,0,0,0,0,0,0
1377548,volcarona3,7,0.571428571,4,0.285714286,2,0,0,0,0,0.142857143,1
544703,artifore,7,0.714285714,5,0,0,0,0,0,0,0.285714286,2
477431,carnifex,7,0.571428571,4,0,0,0,0,0,0,0.428571429,3
505286,navin_sasikumar,7,0.714285714,5,0.142857143,1,0,0,0,0,0.142857143,1
2565297,gustavo268,7,1,7,0,0,0,0,0,0,0,0
536751,ngerlach,7,0.857142857,6,0,0,0,0,0.142857143,1,0,0
473359,hanly,7,1,7,0,0,0,0,0,0,0,0
2776752,sferrjet,7,0.571428571,4,0,0,0.142857143,1,0,0,0.285714286,2
1166741,dnd99,7,0.142857143,1,0.142857143,1,0,0,0,0,0.714285714,5
829309,agorman654,7,0.428571429,3,0.285714286,2,0.142857143,1,0.142857143,1,0,0
92171,a_meyer,7,0,0,0,0,0,0,0,0,1,7
1366578,stellariagraminea,7,0.857142857,6,0,0,0,0,0,0,0.142857143,1
4073191,jesus1200_awesome,7,0.857142857,6,0.142857143,1,0,0,0,0,0,0
1257493,griffinknuth,7,0.571428571,4,0,0,0,0,0,0,0.428571429,3
1762669,brnhn,7,0.142857143,1,0.142857143,1,0,0,0,0,0.714285714,5
10794,maryeford,7,0.428571429,3,0,0,0,0,0,0,0.571428571,4
269952,joshuagsmith,7,0.714285714,5,0.142857143,1,0,0,0,0,0.142857143,1
2723650,mariejoseegarand,7,0,0,0,0,0,0,0,0,1,7
51906,suz,7,1,7,0,0,0,0,0,0,0,0
2951655,ds55,7,1,7,0,0,0,0,0,0,0,0
2120156,reggplant,7,0.428571429,3,0,0,0.285714286,2,0,0,0.285714286,2
1095247,michelotto,7,0.142857143,1,0,0,0,0,0,0,0.857142857,6
2829211,sethotto5,7,1,7,0,0,0,0,0,0,0,0
1784287,charla_r,7,1,7,0,0,0,0,0,0,0,0
78008,lupitachavezhdez,7,0.142857143,1,0.285714286,2,0.571428571,4,0,0,0,0
2748471,brandongm,7,0.285714286,2,0.428571429,3,0.142857143,1,0,0,0.142857143,1
939972,cmharper,7,0.571428571,4,0.142857143,1,0,0,0,0,0.285714286,2
33605,rhole,7,0,0,0.285714286,2,0,0,0,0,0.714285714,5
154575,kelsilva,7,0.571428571,4,0,0,0.142857143,1,0,0,0.285714286,2
3995528,joao_gabriell_bernardes,7,0.571428571,4,0.285714286,2,0.142857143,1,0,0,0,0
1927059,jessica1147,7,0.714285714,5,0.285714286,2,0,0,0,0,0,0
113186,jackiebaum,7,0.714285714,5,0,0,0,0,0,0,0.285714286,2
3913694,knotwood,7,0.571428571,4,0,0,0,0,0,0,0.428571429,3
118114,weiyingo,7,1,7,0,0,0,0,0,0,0,0
2904645,julioalmeida,7,0.714285714,5,0.142857143,1,0,0,0,0,0.142857143,1
1050935,mariangarcia-h,7,1,7,0,0,0,0,0,0,0,0
3725519,jacorn,7,1,7,0,0,0,0,0,0,0,0
1486023,cassmcd,7,0.428571429,3,0.142857143,1,0,0,0,0,0.428571429,3
3283532,danielgregoire,7,1,7,0,0,0,0,0,0,0,0
394281,hinatea,7,0.857142857,6,0,0,0,0,0,0,0.142857143,1
1302332,yoshieslunchbox,7,1,7,0,0,0,0,0,0,0,0
4741808,mathomhousemaven,7,1,7,0,0,0,0,0,0,0,0
181940,tessa5,7,0.142857143,1,0,0,0,0,0.142857143,1,0.714285714,5
3217554,luiscarlosrodrguezmndez,7,0.428571429,3,0.571428571,4,0,0,0,0,0,0
745083,jaredclarke,7,1,7,0,0,0,0,0,0,0,0
1191935,jill_reid_vcu,7,0.714285714,5,0,0,0.142857143,1,0,0,0.142857143,1
1022530,annemal,7,0.857142857,6,0,0,0.142857143,1,0,0,0,0
2530824,animamotrix1,7,1,7,0,0,0,0,0,0,0,0
3151473,projetobioif,7,0.714285714,5,0,0,0,0,0.142857143,1,0.142857143,1
2549931,lor-en-zoo,7,0.857142857,6,0,0,0,0,0,0,0.142857143,1
798478,amalthea,7,0.857142857,6,0,0,0,0,0,0,0.142857143,1
174045,cmentrek,7,0.714285714,5,0,0,0,0,0,0,0.285714286,2
1678955,toucan55,6,0,0,0,0,0,0,0,0,1,6
801552,jenflo,6,1,6,0,0,0,0,0,0,0,0
1584261,christiansw,6,0.666666667,4,0,0,0.333333333,2,0,0,0,0
389353,cesarcastillo,6,1,6,0,0,0,0,0,0,0,0
918798,kmccartney,6,1,6,0,0,0,0,0,0,0,0
425713,chloe_and_trevor,6,0.5,3,0,0,0,0,0.333333333,2,0.166666667,1
330695,bekkita,6,1,6,0,0,0,0,0,0,0,0
1666585,deeplucanid,6,0,0,0,0,0,0,0,0,1,6
785984,trot,6,1,6,0,0,0,0,0,0,0,0
2038537,kidneymoth,6,0.666666667,4,0.333333333,2,0,0,0,0,0,0
1852062,fla_fialho,6,0.833333333,5,0,0,0.166666667,1,0,0,0,0
622611,thrasherbird,6,1,6,0,0,0,0,0,0,0,0
30735,bcfl14,6,0.5,3,0.5,3,0,0,0,0,0,0
346407,dingooctavious,6,1,6,0,0,0,0,0,0,0,0
1505468,tylerwolter,6,1,6,0,0,0,0,0,0,0,0
2474852,alexisshirley,6,0.5,3,0.333333333,2,0,0,0,0,0.166666667,1
4973678,raquelreser,6,1,6,0,0,0,0,0,0,0,0
951326,markmcknight,6,1,6,0,0,0,0,0,0,0,0
282220,ericcleveland,6,1,6,0,0,0,0,0,0,0,0
1200011,axlndr,6,0.666666667,4,0.333333333,2,0,0,0,0,0,0
3345572,jonelofson,6,1,6,0,0,0,0,0,0,0,0
798392,yryzhik,6,0.833333333,5,0,0,0,0,0,0,0.166666667,1
847539,aubreybebar,6,0,0,0,0,0,0,0,0,1,6
2218188,lizzy333,6,0.333333333,2,0.5,3,0,0,0,0,0.166666667,1
2111444,liilypad,6,0.833333333,5,0.166666667,1,0,0,0,0,0,0
365895,isabel_herrera,6,0.833333333,5,0.166666667,1,0,0,0,0,0,0
4595747,smalala,6,0.833333333,5,0.166666667,1,0,0,0,0,0,0
4371401,h0pper,6,1,6,0,0,0,0,0,0,0,0
1576945,caenvsci,6,1,6,0,0,0,0,0,0,0,0
3321184,thesquig,6,1,6,0,0,0,0,0,0,0,0
447363,akt2,6,1,6,0,0,0,0,0,0,0,0
1716929,animalsarebeautiful,6,0.166666667,1,0.5,3,0,0,0,0,0.333333333,2
760943,agama-girl,6,0.666666667,4,0,0,0,0,0,0,0.333333333,2
1464349,emdauria,6,1,6,0,0,0,0,0,0,0,0
2056156,misterjambon,6,1,6,0,0,0,0,0,0,0,0
1075602,geographerdave,6,0.833333333,5,0.166666667,1,0,0,0,0,0,0
1160526,watts6of6,6,0.833333333,5,0,0,0,0,0,0,0.166666667,1
682196,megrousher,6,1,6,0,0,0,0,0,0,0,0
3830263,cooleoptera,6,0.833333333,5,0,0,0.166666667,1,0,0,0,0
1851085,la4bonte,6,0.833333333,5,0,0,0,0,0.166666667,1,0,0
1741810,hsug1747,6,0,0,0,0,0,0,0,0,1,6
1317088,mercantour,6,1,6,0,0,0,0,0,0,0,0
3401579,adafitzaxen,6,0.833333333,5,0.166666667,1,0,0,0,0,0,0
8983,jformanorth,6,1,6,0,0,0,0,0,0,0,0
1973666,xsamanthax,6,1,6,0,0,0,0,0,0,0,0
1754994,pedsdoc,6,1,6,0,0,0,0,0,0,0,0
1107192,ajblake,6,0.5,3,0,0,0,0,0,0,0.5,3
2317459,benjamincrawford,6,1,6,0,0,0,0,0,0,0,0
2561413,rivermont,6,0.166666667,1,0.5,3,0,0,0,0,0.333333333,2
2806832,spider1964,6,0.833333333,5,0,0,0,0,0,0,0.166666667,1
220080,ann8,6,0.833333333,5,0,0,0.166666667,1,0,0,0,0
4481060,johnbentgras,6,1,6,0,0,0,0,0,0,0,0
3999397,wundati,6,0,0,0,0,0,0,0,0,1,6
282626,lkirk,6,0.833333333,5,0,0,0,0,0,0,0.166666667,1
2400283,lifeisamazing,6,1,6,0,0,0,0,0,0,0,0
4428183,cecili_v,6,1,6,0,0,0,0,0,0,0,0
2713567,snakebird15,6,1,6,0,0,0,0,0,0,0,0
1667428,lucasdamer,6,1,6,0,0,0,0,0,0,0,0
4658131,dbeedee,6,0.833333333,5,0.166666667,1,0,0,0,0,0,0
1804733,janeyair,6,0.833333333,5,0.166666667,1,0,0,0,0,0,0
1519025,drachau,6,1,6,0,0,0,0,0,0,0,0
31076,audrey2,6,0.166666667,1,0,0,0,0,0,0,0.833333333,5
1638639,hromada,6,1,6,0,0,0,0,0,0,0,0
4425229,juan_christyan_moreira,6,1,6,0,0,0,0,0,0,0,0
4358224,lisa1842,6,0.833333333,5,0,0,0,0,0.166666667,1,0,0
2692541,keyjustice,6,0.833333333,5,0,0,0,0,0,0,0.166666667,1
1403582,meleoron,6,0,0,0,0,0,0,0,0,1,6
2512327,marcoantoniozamith-54,6,1,6,0,0,0,0,0,0,0,0
1064812,scairytale,6,0.833333333,5,0,0,0,0,0,0,0.166666667,1
1262217,isaiahbox,6,0.166666667,1,0.333333333,2,0.166666667,1,0,0,0.333333333,2
312286,amberenergy,6,0.666666667,4,0,0,0,0,0,0,0.333333333,2
762457,wafflemaster135,6,1,6,0,0,0,0,0,0,0,0
1093439,randallgood,6,0.833333333,5,0.166666667,1,0,0,0,0,0,0
724795,jim_carretta,6,0.666666667,4,0,0,0.166666667,1,0,0,0.166666667,1
365503,margaridamaria,6,1,6,0,0,0,0,0,0,0,0
1008522,bc-zoo,6,1,6,0,0,0,0,0,0,0,0
754116,manidae,6,0.833333333,5,0,0,0,0,0,0,0.166666667,1
7893,milletman,6,1,6,0,0,0,0,0,0,0,0
2007194,scott544,6,0.833333333,5,0,0,0.166666667,1,0,0,0,0
318224,laurenschramm,6,0.166666667,1,0.333333333,2,0,0,0,0,0.5,3
294805,svaha,6,0,0,0,0,0,0,0,0,1,6
622189,davefass,6,0,0,0,0,0,0,0,0,1,6
2780921,krisztina85,6,1,6,0,0,0,0,0,0,0,0
555108,lacigerhart,6,0.666666667,4,0,0,0,0,0,0,0.333333333,2
1567011,alexislandon,6,1,6,0,0,0,0,0,0,0,0
2499907,martinoli,6,0.833333333,5,0.166666667,1,0,0,0,0,0,0
1313075,simondenis142857,6,0.333333333,2,0.166666667,1,0,0,0,0,0.5,3
3771938,jean-silouane_rebours,6,0.833333333,5,0.166666667,1,0,0,0,0,0,0
296408,jmounger,6,0.666666667,4,0,0,0,0,0,0,0.333333333,2
1574401,scoutsadie,6,0.833333333,5,0,0,0.166666667,1,0,0,0,0
1489409,hannahwojo,6,1,6,0,0,0,0,0,0,0,0
4561894,lpl230,6,1,6,0,0,0,0,0,0,0,0
19082,batikat,6,0.333333333,2,0.166666667,1,0.166666667,1,0,0,0.333333333,2
1610687,jsmueller12,6,0.333333333,2,0,0,0,0,0,0,0.666666667,4
2336905,murrkywaters,6,0.666666667,4,0,0,0,0,0,0,0.333333333,2
103610,marty_and_the_mamas,6,0,0,0,0,0,0,0,0,1,6
1252324,korobkov,6,0.833333333,5,0,0,0.166666667,1,0,0,0,0
4464211,jerrybeaz,6,0.833333333,5,0,0,0.166666667,1,0,0,0,0
1269960,dcvelin,6,0.166666667,1,0,0,0,0,0.166666667,1,0.666666667,4
669943,flecksy,6,0.666666667,4,0,0,0,0,0,0,0.333333333,2
4969794,gabbyrobinson,6,0.666666667,4,0.333333333,2,0,0,0,0,0,0
741651,pedroandrade,6,0.833333333,5,0,0,0,0,0,0,0.166666667,1
953078,florianwolf,6,0.666666667,4,0.333333333,2,0,0,0,0,0,0
1074620,christopher246,6,1,6,0,0,0,0,0,0,0,0
557144,stephstrag,6,0.666666667,4,0.166666667,1,0,0,0,0,0.166666667,1
1006330,skylarmcleod,6,0,0,0.166666667,1,0,0,0,0,0.833333333,5
1069036,threelark,6,1,6,0,0,0,0,0,0,0,0
1867224,aric4sloth,6,0.833333333,5,0,0,0,0,0,0,0.166666667,1
540873,richardlbaxter,6,0.833333333,5,0,0,0,0,0,0,0.166666667,1
633845,lburditt,6,0.666666667,4,0.166666667,1,0,0,0,0,0.166666667,1
1527473,miguel_urgiles,6,1,6,0,0,0,0,0,0,0,0
986015,francesco167,6,0.333333333,2,0.5,3,0,0,0,0,0.166666667,1
1189406,guillermofadul,6,0.833333333,5,0,0,0.166666667,1,0,0,0,0
1241866,davidmsdodge,6,0,0,0.333333333,2,0,0,0,0,0.666666667,4
1038150,jillyan,6,1,6,0,0,0,0,0,0,0,0
438555,cristhian-adrian,6,0.333333333,2,0.5,3,0,0,0,0,0.166666667,1
4110729,picioarelungi,6,1,6,0,0,0,0,0,0,0,0
569490,tmuise,6,0.833333333,5,0,0,0,0,0,0,0.166666667,1
1867709,spyle64,6,0.833333333,5,0.166666667,1,0,0,0,0,0,0
482629,rsety,6,1,6,0,0,0,0,0,0,0,0
1708614,papadimitriou_evangelos,6,1,6,0,0,0,0,0,0,0,0
652335,jeremy03,6,0,0,0.333333333,2,0,0,0,0,0.666666667,4
1869496,k_girl883,6,0.833333333,5,0.166666667,1,0,0,0,0,0,0
4478351,stepan_lomako,6,0,0,0,0,0,0,0,0,1,6
3982631,atomiclauren,6,0.833333333,5,0,0,0.166666667,1,0,0,0,0
414543,akilday,6,0.833333333,5,0,0,0,0,0,0,0.166666667,1
136683,eduardo_chacon,6,0.833333333,5,0.166666667,1,0,0,0,0,0,0
5967,mikeburrell,6,0.833333333,5,0,0,0,0,0,0,0.166666667,1
416465,todd_ugine,6,1,6,0,0,0,0,0,0,0,0
527228,juliabohemian,6,0.833333333,5,0,0,0,0,0,0,0.166666667,1
2501190,natujuano,6,0.333333333,2,0.333333333,2,0.166666667,1,0,0,0.166666667,1
2111129,rolandorc,6,0.833333333,5,0.166666667,1,0,0,0,0,0,0
222263,kliewer,6,0.833333333,5,0.166666667,1,0,0,0,0,0,0
214727,rosebones,6,0.833333333,5,0.166666667,1,0,0,0,0,0,0
2470260,polillabruja,6,0.833333333,5,0.166666667,1,0,0,0,0,0,0
3757614,oswaldoaves,6,0.833333333,5,0,0,0,0,0,0,0.166666667,1
63000,qgroom,6,0.833333333,5,0,0,0,0,0,0,0.166666667,1
3599659,carla416,6,0.833333333,5,0,0,0.166666667,1,0,0,0,0
5101,capacoscar,6,0.5,3,0.5,3,0,0,0,0,0,0
417989,btsalyuk,6,0,0,0,0,0,0,0,0,1,6
4994787,espenahansen,6,0.833333333,5,0.166666667,1,0,0,0,0,0,0
2470,pete_woods,6,0.333333333,2,0,0,0,0,0,0,0.666666667,4
3583409,jsryoo,6,0.833333333,5,0.166666667,1,0,0,0,0,0,0
67794,hoboannie,6,0.833333333,5,0.166666667,1,0,0,0,0,0,0
2316334,marinabmilford,6,0.833333333,5,0,0,0,0,0,0,0.166666667,1
2302714,jordanburkhardt,6,0.166666667,1,0.333333333,2,0,0,0,0,0.5,3
761527,centaur,6,0.666666667,4,0,0,0,0,0.166666667,1,0.166666667,1
42186,pacof,6,0.5,3,0.333333333,2,0,0,0,0,0.166666667,1
111581,jwalewski,6,0.666666667,4,0.166666667,1,0.166666667,1,0,0,0,0
3524913,cantoazultranzparente,6,1,6,0,0,0,0,0,0,0,0
286540,caseytunia,6,0.666666667,4,0,0,0,0,0,0,0.333333333,2
20911,e-albright,6,0.333333333,2,0,0,0,0,0,0,0.666666667,4
386976,wolfsden,6,0,0,0,0,0,0,0,0,1,6
1854783,fherrerav,6,0.666666667,4,0.166666667,1,0,0,0,0,0.166666667,1
1233256,rigoyan,6,0.833333333,5,0,0,0,0,0,0,0.166666667,1
79343,joelle,6,0.166666667,1,0,0,0,0,0.166666667,1,0.666666667,4
228699,jbroadhead,6,0.833333333,5,0,0,0,0,0,0,0.166666667,1
676559,elmore_ecology,6,0.833333333,5,0,0,0,0,0,0,0.166666667,1
105908,colleenm,6,0.833333333,5,0,0,0,0,0,0,0.166666667,1
516297,lkats,6,0.5,3,0.166666667,1,0,0,0,0,0.333333333,2
41817,harpsicalbiobug,6,0,0,0,0,0.166666667,1,0.166666667,1,0.666666667,4
170354,pdvmushroom,6,1,6,0,0,0,0,0,0,0,0
1558400,cuso_cuatro,6,1,6,0,0,0,0,0,0,0,0
2948277,me_schwantes,6,1,6,0,0,0,0,0,0,0,0
24783,outdoormatt,6,1,6,0,0,0,0,0,0,0,0
37802,cspnl,6,0.166666667,1,0,0,0,0,0,0,0.833333333,5
777230,ericvandenberghe,6,0.666666667,4,0,0,0,0,0.166666667,1,0.166666667,1
182851,alex_kittle,6,1,6,0,0,0,0,0,0,0,0
4005,moonlittrails,6,0.333333333,2,0.166666667,1,0,0,0,0,0.5,3
3247407,melissafernanda,6,0.833333333,5,0.166666667,1,0,0,0,0,0,0
2352331,roe_brasil,6,0.833333333,5,0.166666667,1,0,0,0,0,0,0
17932,treichard,6,0,0,0,0,0,0,0,0,1,6
3800086,nature1111,6,1,6,0,0,0,0,0,0,0,0
11340,godricvt,6,1,6,0,0,0,0,0,0,0,0
658509,chrisfrazier,6,0.833333333,5,0,0,0,0,0.166666667,1,0,0
104942,sarahb,6,0.166666667,1,0,0,0,0,0,0,0.833333333,5
37277,chlorophilia,6,0.666666667,4,0,0,0,0,0,0,0.333333333,2
