session_leaderboard,user,username,user_leaderboard,date,ids
5887,180811,borisb,7,2016-09-24,7
5888,4034966,prairiebeeman,36,2021-12-06,7
5889,579740,alex_cicindela_guy,15,2019-04-23,7
5890,6971,silversea_starsong,6,2015-07-13,7
5891,180811,borisb,7,2016-06-25,7
5892,180811,borisb,7,2016-10-01,7
5893,579740,alex_cicindela_guy,15,2019-04-17,7
5894,579740,alex_cicindela_guy,15,2018-11-30,7
5895,6971,silversea_starsong,6,2016-02-14,7
5896,6971,silversea_starsong,6,2016-09-17,7
5897,6971,silversea_starsong,6,2016-07-27,7
5898,6971,silversea_starsong,6,2016-06-08,7
5899,165078,edanko,48,2017-01-19,7
5900,579740,alex_cicindela_guy,15,2021-04-18,7
5901,180811,borisb,7,2017-01-16,7
5902,6971,silversea_starsong,6,2016-07-11,7
5903,6971,silversea_starsong,6,2016-07-12,7
5904,6971,silversea_starsong,6,2016-07-14,7
5905,6971,silversea_starsong,6,2016-07-23,7
5906,6971,silversea_starsong,6,2016-08-06,7
5907,180811,borisb,7,2017-01-04,7
5908,6971,silversea_starsong,6,2016-08-09,7
5909,6971,silversea_starsong,6,2016-08-27,7
5910,548881,siwanicki,47,2020-09-20,7
5911,1442162,rob-westerduijn,2,2020-07-03,7
5912,6971,silversea_starsong,6,2016-09-08,7
5913,4034966,prairiebeeman,36,2021-06-17,7
5914,6971,silversea_starsong,6,2016-09-15,7
5915,180811,borisb,7,2017-02-27,7
5916,1442162,rob-westerduijn,2,2020-05-10,7
5917,6971,silversea_starsong,6,2016-05-28,7
5918,180811,borisb,7,2016-11-18,7
5919,6971,silversea_starsong,6,2016-04-01,7
5920,579740,alex_cicindela_guy,15,2018-11-02,7
5921,180811,borisb,7,2016-11-19,7
5922,6971,silversea_starsong,6,2016-02-26,7
5923,165078,edanko,48,2020-07-10,7
5924,4034966,prairiebeeman,36,2021-07-18,7
5925,1442162,rob-westerduijn,2,2020-02-01,7
5926,579740,alex_cicindela_guy,15,2018-10-16,7
5927,579740,alex_cicindela_guy,15,2018-10-13,7
5928,180811,borisb,7,2016-11-27,7
5929,1442162,rob-westerduijn,2,2020-05-04,7
5930,165078,edanko,48,2018-04-30,7
5931,180811,borisb,7,2016-11-30,7
5932,579740,alex_cicindela_guy,15,2018-09-23,7
5933,1442162,rob-westerduijn,2,2019-08-02,7
5934,1442162,rob-westerduijn,2,2020-04-02,7
5935,579740,alex_cicindela_guy,15,2018-07-18,7
5936,1442162,rob-westerduijn,2,2020-04-15,7
5937,6971,silversea_starsong,6,2016-05-15,7
5938,180811,borisb,7,2018-03-05,7
5939,180811,borisb,7,2018-03-13,7
5940,2788422,chickenparmesan24,49,2021-04-15,7
5941,1453678,marina_gorbunova,45,2021-10-29,7
5942,3499188,danielaaquino,38,2020-10-30,7
5943,3499188,danielaaquino,38,2020-10-15,7
5944,115129,aguilita,13,2016-11-26,7
5945,6971,silversea_starsong,6,2021-05-04,7
5946,6971,silversea_starsong,6,2021-06-28,7
5947,6971,silversea_starsong,6,2021-07-02,7
5948,3380195,enricotosto96,37,2021-11-07,7
5949,3380195,enricotosto96,37,2021-11-05,7
5950,1012326,dusty_in_vilas-tx,4,2021-12-30,7
5951,3380195,enricotosto96,37,2021-11-04,7
5952,115129,aguilita,13,2016-10-08,7
5953,3380195,enricotosto96,37,2021-10-15,7
5954,1012326,dusty_in_vilas-tx,4,2021-11-30,7
5955,6971,silversea_starsong,6,2021-09-19,7
5956,3380195,enricotosto96,37,2021-10-04,7
5957,3380195,enricotosto96,37,2021-10-01,7
5958,180811,borisb,7,2020-07-16,7
5959,1454648,r-a-p,28,2020-09-23,7
5960,1012326,dusty_in_vilas-tx,4,2021-10-21,7
5961,3499188,danielaaquino,38,2020-10-31,7
5962,3499188,danielaaquino,38,2020-11-04,7
5963,3499188,danielaaquino,38,2020-11-10,7
5964,180811,borisb,7,2019-12-14,7
5965,1163777,trinaroberts,34,2020-05-07,7
5966,1454648,r-a-p,28,2020-03-14,7
5967,3499188,danielaaquino,38,2021-05-27,7
5968,3499188,danielaaquino,38,2021-05-10,7
5969,3499188,danielaaquino,38,2021-05-08,7
5970,3499188,danielaaquino,38,2021-05-03,7
5971,3499188,danielaaquino,38,2021-05-02,7
5972,180811,borisb,7,2019-11-27,7
5973,3499188,danielaaquino,38,2021-04-26,7
5974,1454648,r-a-p,28,2020-06-11,7
5975,3499188,danielaaquino,38,2021-04-11,7
5976,6971,silversea_starsong,6,2020-05-11,7
5977,180811,borisb,7,2019-12-30,7
5978,1012326,dusty_in_vilas-tx,4,2022-03-03,7
5979,3499188,danielaaquino,38,2021-01-01,7
5980,1454648,r-a-p,28,2020-05-26,7
5981,3499188,danielaaquino,38,2020-11-16,7
5982,3499188,danielaaquino,38,2020-11-14,7
5983,1454648,r-a-p,28,2020-10-06,7
5984,3380195,enricotosto96,37,2021-09-06,7
5985,180811,borisb,7,2020-09-19,7
5986,3380195,enricotosto96,37,2021-05-01,7
5987,1012326,dusty_in_vilas-tx,4,2021-08-21,7
5988,1454648,r-a-p,28,2021-01-21,7
5989,16700,anieve_bestiole,41,2020-06-12,7
5990,180811,borisb,7,2021-01-21,7
5991,16700,anieve_bestiole,41,2020-07-23,7
5992,463097,richyfourtytwo,1,2019-11-13,7
5993,3380195,enricotosto96,37,2021-05-06,7
5994,3380195,enricotosto96,37,2021-05-05,7
5995,1454648,r-a-p,28,2021-05-02,7
5996,180811,borisb,7,2020-12-31,7
5997,16700,anieve_bestiole,41,2021-06-08,7
5998,1454648,r-a-p,28,2021-05-10,7
5999,3380195,enricotosto96,37,2021-04-20,7
6000,3380195,enricotosto96,37,2021-04-19,7
6001,3380195,enricotosto96,37,2021-04-14,7
6002,18701,apgarm,22,2018-06-04,7
6003,18701,apgarm,22,2018-06-08,7
6004,1454648,r-a-p,28,2021-11-22,7
6005,1454648,r-a-p,28,2021-01-18,7
6006,1454648,r-a-p,28,2021-01-01,7
6007,3380195,enricotosto96,37,2021-08-20,7
6008,1012326,dusty_in_vilas-tx,4,2021-09-23,7
6009,3380195,enricotosto96,37,2021-08-18,7
6010,463097,richyfourtytwo,1,2020-01-20,7
6011,3380195,enricotosto96,37,2021-07-09,7
6012,3380195,enricotosto96,37,2021-07-05,7
6013,115129,aguilita,13,2016-05-16,7
6014,180811,borisb,7,2020-10-15,7
6015,463097,richyfourtytwo,1,2019-12-29,7
6016,1454648,r-a-p,28,2020-11-18,7
6017,463097,richyfourtytwo,1,2019-12-25,7
6018,3380195,enricotosto96,37,2021-05-17,7
6019,115129,aguilita,13,2016-04-24,7
6020,463097,richyfourtytwo,1,2019-12-20,7
6021,180811,borisb,7,2020-11-09,7
6022,180811,borisb,7,2020-11-10,7
6023,180811,borisb,7,2020-11-23,7
6024,463097,richyfourtytwo,1,2019-12-09,7
6025,3380195,enricotosto96,37,2021-05-23,7
6026,16700,anieve_bestiole,41,2019-07-29,7
6027,1163777,trinaroberts,34,2020-05-08,7
6028,1163777,trinaroberts,34,2020-05-16,7
6029,115129,aguilita,13,2017-05-09,7
6030,1397024,emiliapenaherrera,23,2020-11-30,7
6031,6971,silversea_starsong,6,2018-06-25,7
6032,3720783,sammydstecher,16,2021-08-10,7
6033,115129,aguilita,13,2018-10-15,7
6034,115129,aguilita,13,2018-10-11,7
6035,1453678,marina_gorbunova,45,2021-12-25,7
6036,479031,dbmcc09,40,2018-07-30,7
6037,1397024,emiliapenaherrera,23,2021-03-08,7
6038,115129,aguilita,13,2018-09-27,7
6039,180811,borisb,7,2018-07-26,7
6040,180811,borisb,7,2018-05-26,7
6041,3720783,sammydstecher,16,2021-07-20,7
6042,1397024,emiliapenaherrera,23,2020-04-13,7
6043,706076,crawlingworld,21,2021-11-15,7
6044,3720783,sammydstecher,16,2021-07-16,7
6045,706076,crawlingworld,21,2021-11-25,7
6046,180811,borisb,7,2018-10-07,7
6047,3720783,sammydstecher,16,2021-07-03,7
6048,115129,aguilita,13,2018-06-14,7
6049,1453678,marina_gorbunova,45,2021-12-19,7
6050,479031,dbmcc09,40,2018-08-24,7
6051,6971,silversea_starsong,6,2018-11-22,7
6052,180811,borisb,7,2018-04-14,7
6053,1453678,marina_gorbunova,45,2021-11-02,7
6054,6971,silversea_starsong,6,2018-04-12,7
6055,706076,crawlingworld,21,2021-06-03,7
6056,180811,borisb,7,2018-04-04,7
6057,706076,crawlingworld,21,2021-06-06,7
6058,706076,crawlingworld,21,2021-06-15,7
6059,180811,borisb,7,2018-04-10,7
6060,706076,crawlingworld,21,2021-06-24,7
6061,180811,borisb,7,2018-04-16,7
6062,6971,silversea_starsong,6,2018-06-07,7
6063,6971,silversea_starsong,6,2018-05-16,7
6064,115129,aguilita,13,2019-06-26,7
6065,1453678,marina_gorbunova,45,2021-12-01,7
6066,6971,silversea_starsong,6,2018-05-18,7
6067,180811,borisb,7,2018-05-09,7
6068,1453678,marina_gorbunova,45,2021-12-07,7
6069,180811,borisb,7,2018-05-11,7
6070,706076,crawlingworld,21,2021-07-26,7
6071,3720783,sammydstecher,16,2021-06-24,7
6072,180811,borisb,7,2018-12-07,7
6073,180811,borisb,7,2019-09-11,7
6074,1163777,trinaroberts,34,2020-07-01,7
6075,180811,borisb,7,2019-05-03,7
6076,1163777,trinaroberts,34,2020-09-24,7
6077,1163777,trinaroberts,34,2020-09-20,7
6078,6971,silversea_starsong,6,2019-07-12,7
6079,6971,silversea_starsong,6,2019-07-20,7
6080,1163777,trinaroberts,34,2020-08-29,7
6081,3720783,sammydstecher,16,2020-11-12,7
6082,1454648,r-a-p,28,2020-02-16,7
6083,1454648,r-a-p,28,2020-02-24,7
6084,1454648,r-a-p,28,2020-01-04,7
6085,1454648,r-a-p,28,2020-02-25,7
6086,1163777,trinaroberts,34,2020-06-07,7
6087,6971,silversea_starsong,6,2019-10-14,7
6088,180811,borisb,7,2019-08-26,7
6089,3499188,danielaaquino,38,2021-08-10,7
6090,3499188,danielaaquino,38,2021-08-08,7
6091,115129,aguilita,13,2017-05-17,7
6092,115129,aguilita,13,2017-05-14,7
6093,6971,silversea_starsong,6,2019-05-15,7
6094,6971,silversea_starsong,6,2019-05-13,7
6095,180811,borisb,7,2018-12-14,7
6096,3720783,sammydstecher,16,2021-02-25,7
6097,1163777,trinaroberts,34,2022-02-21,7
6098,706076,crawlingworld,21,2022-03-24,7
6099,1163777,trinaroberts,34,2021-08-21,7
6100,463097,richyfourtytwo,1,2022-04-29,7
6101,1163777,trinaroberts,34,2021-04-26,7
6102,180811,borisb,7,2019-02-18,7
6103,180811,borisb,7,2019-02-27,7
6104,3720783,sammydstecher,16,2021-05-21,7
6105,6971,silversea_starsong,6,2019-03-22,7
6106,1163777,trinaroberts,34,2020-10-10,7
6107,180811,borisb,7,2019-03-04,7
6108,180811,borisb,7,2019-03-14,7
6109,180811,borisb,7,2019-03-16,7
6110,1454648,r-a-p,28,2019-12-12,7
6111,1454648,r-a-p,28,2019-12-15,7
6112,1454648,r-a-p,28,2019-12-20,7
6113,3720783,sammydstecher,16,2021-02-01,7
6114,1454648,r-a-p,28,2019-12-26,7
6115,85164,catenatus,32,2019-05-01,7
6116,1485790,cpu,8,2022-09-29,7
6117,1012326,dusty_in_vilas-tx,4,2020-04-21,7
6118,242224,malisaspring,17,2020-07-13,7
6119,2249019,elytrid,5,2020-11-14,7
6120,2207499,willogonzalez,19,2020-10-23,7
6121,261069,franciscoacos,10,2018-09-13,7
6122,261069,franciscoacos,10,2020-08-16,7
6123,1809393,jtkindt,20,2021-12-02,7
6124,331926,erininmd,25,2019-05-17,7
6125,80984,kimssight,30,2017-08-08,7
6126,261069,franciscoacos,10,2020-08-14,7
6127,794489,lltimms,27,2021-06-14,7
6128,261069,franciscoacos,10,2018-10-05,7
6129,242224,malisaspring,17,2019-10-14,7
6130,2032840,ghostburglar,12,2021-08-12,7
6131,261069,franciscoacos,10,2021-05-24,7
6132,261069,franciscoacos,10,2018-10-09,7
6133,23520,entomike,39,2022-03-25,7
6134,331926,erininmd,25,2019-05-26,7
6135,22589,sambiology,11,2018-05-04,7
6136,22589,sambiology,11,2020-05-25,7
6137,23520,entomike,39,2022-03-22,7
6138,81261,biohexx1,33,2019-04-16,7
6139,81261,biohexx1,33,2019-04-18,7
6140,2249019,elytrid,5,2020-03-27,7
6141,22589,sambiology,11,2018-04-01,7
6142,261069,franciscoacos,10,2020-08-20,7
6143,261069,franciscoacos,10,2020-08-22,7
6144,23520,entomike,39,2021-12-17,7
6145,270883,lazarus,24,2021-02-04,7
6146,2000059,buzzman,50,2019-10-24,7
6147,261069,franciscoacos,10,2018-06-28,7
6148,22589,sambiology,11,2020-04-19,7
6149,261069,franciscoacos,10,2020-09-12,7
6150,261069,franciscoacos,10,2020-09-11,7
6151,261069,franciscoacos,10,2020-09-08,7
6152,2207499,willogonzalez,19,2020-11-23,7
6153,81261,biohexx1,33,2017-03-25,7
6154,2032840,ghostburglar,12,2021-08-23,7
6155,261069,franciscoacos,10,2021-05-09,7
6156,2207499,willogonzalez,19,2020-11-21,7
6157,242224,malisaspring,17,2020-06-25,7
6158,2207499,willogonzalez,19,2020-11-20,7
6159,242224,malisaspring,17,2019-11-21,7
6160,80984,kimssight,30,2019-05-27,7
6161,242224,malisaspring,17,2021-10-01,7
6162,2207499,willogonzalez,19,2020-11-18,7
6163,80984,kimssight,30,2017-10-03,7
6164,261069,franciscoacos,10,2020-08-24,7
6165,22589,sambiology,11,2018-08-12,7
6166,261069,franciscoacos,10,2018-08-13,7
6167,22589,sambiology,11,2018-08-03,7
6168,2249019,elytrid,5,2020-04-16,7
6169,1809393,jtkindt,20,2021-10-22,7
6170,261069,franciscoacos,10,2018-11-20,7
6171,794489,lltimms,27,2020-09-29,7
6172,2207499,willogonzalez,19,2020-10-04,7
6173,80984,kimssight,30,2017-03-12,7
6174,2249019,elytrid,5,2020-12-25,7
6175,270883,lazarus,24,2019-07-10,7
6176,23520,entomike,39,2022-02-10,7
6177,261069,franciscoacos,10,2020-05-18,7
6178,794489,lltimms,27,2020-08-23,7
6179,794489,lltimms,27,2020-08-21,7
6180,2207499,willogonzalez,19,2020-07-25,7
6181,775455,iosialectus,18,2019-01-11,7
6182,242224,malisaspring,17,2020-08-31,7
6183,81261,biohexx1,33,2019-08-11,7
6184,22589,sambiology,11,2018-01-01,7
6185,23520,entomike,39,2022-01-14,7
6186,81261,biohexx1,33,2019-08-26,7
6187,1809393,jtkindt,20,2021-08-02,7
6188,23520,entomike,39,2021-12-29,7
6189,261069,franciscoacos,10,2020-04-29,7
6190,242224,malisaspring,17,2020-09-07,7
6191,80984,kimssight,30,2016-11-25,7
6192,2032840,ghostburglar,12,2020-04-30,7
6193,23520,entomike,39,2021-12-18,7
6194,794489,lltimms,27,2020-08-11,7
6195,261069,franciscoacos,10,2020-04-22,7
6196,81261,biohexx1,33,2019-06-19,7
6197,1809393,jtkindt,20,2021-09-13,7
6198,2249019,elytrid,5,2020-12-21,7
6199,261069,franciscoacos,10,2020-07-10,7
6200,2207499,willogonzalez,19,2020-09-29,7
6201,261069,franciscoacos,10,2021-06-02,7
6202,261069,franciscoacos,10,2020-07-16,7
6203,81261,biohexx1,33,2019-05-10,7
6204,1012326,dusty_in_vilas-tx,4,2020-02-14,7
6205,23520,entomike,39,2022-03-03,7
6206,261069,franciscoacos,10,2021-06-09,7
6207,794489,lltimms,27,2020-09-15,7
6208,261069,franciscoacos,10,2020-07-15,7
6209,261069,franciscoacos,10,2020-07-14,7
6210,22589,sambiology,11,2018-03-13,7
6211,2249019,elytrid,5,2020-03-07,7
6212,22589,sambiology,11,2018-03-12,7
6213,1809393,jtkindt,20,2021-09-25,7
6214,80984,kimssight,30,2017-04-13,7
6215,2249019,elytrid,5,2020-12-09,7
6216,261069,franciscoacos,10,2021-06-11,7
6217,81261,biohexx1,33,2019-05-23,7
6218,2207499,willogonzalez,19,2020-08-20,7
6219,2207499,willogonzalez,19,2021-10-02,7
6220,270883,lazarus,24,2020-01-13,7
6221,2207499,willogonzalez,19,2020-08-09,7
6222,2116455,davidenrique,3,2020-04-25,7
6223,261069,franciscoacos,10,2020-09-17,7
6224,2207499,willogonzalez,19,2021-08-24,7
6225,2207499,willogonzalez,19,2021-06-15,7
6226,792319,djringer,42,2020-06-15,7
6227,2249019,elytrid,5,2020-08-27,7
6228,775455,iosialectus,18,2021-10-01,7
6229,2249019,elytrid,5,2020-09-05,7
6230,2207499,willogonzalez,19,2021-05-15,7
6231,261069,franciscoacos,10,2020-11-10,7
6232,775455,iosialectus,18,2021-09-04,7
6233,22589,sambiology,11,2019-05-04,7
6234,1012326,dusty_in_vilas-tx,4,2020-03-11,7
6235,2207499,willogonzalez,19,2021-03-07,7
6236,81261,biohexx1,33,2017-11-19,7
6237,792319,djringer,42,2019-04-30,7
6238,2032840,ghostburglar,12,2021-11-03,7
6239,261069,franciscoacos,10,2020-10-25,7
6240,2000059,buzzman,50,2020-01-10,7
6241,242224,malisaspring,17,2020-02-16,7
6242,22589,sambiology,11,2019-03-26,7
6243,242224,malisaspring,17,2020-02-14,7
6244,2207499,willogonzalez,19,2021-06-05,7
6245,2000059,buzzman,50,2020-05-03,7
6246,2207499,willogonzalez,19,2021-06-12,7
6247,2207499,willogonzalez,19,2021-02-25,7
6248,2032840,ghostburglar,12,2021-10-05,7
6249,297834,kt_woods,9,2022-06-08,7
6250,297834,kt_woods,9,2022-05-24,7
6251,2249019,elytrid,5,2020-08-21,7
6252,2207499,willogonzalez,19,2021-03-29,7
6253,2000059,buzzman,50,2020-04-13,7
6254,180811,borisb,7,2016-09-02,7
6255,242224,malisaspring,17,2020-04-06,7
6256,261069,franciscoacos,10,2021-01-14,7
6257,2249019,elytrid,5,2020-06-16,7
6258,2032840,ghostburglar,12,2022-01-08,7
6259,261069,franciscoacos,10,2021-01-29,7
6260,1012326,dusty_in_vilas-tx,4,2019-05-20,7
6261,261069,franciscoacos,10,2017-11-17,7
6262,261069,franciscoacos,10,2020-12-11,7
6263,80984,kimssight,30,2018-10-23,7
6264,22589,sambiology,11,2020-02-01,7
6265,2207499,willogonzalez,19,2021-03-25,7
6266,2207499,willogonzalez,19,2021-03-21,7
6267,22589,sambiology,11,2019-07-26,7
6268,297834,kt_woods,9,2022-04-27,7
6269,2032840,ghostburglar,12,2021-12-16,7
6270,2207499,willogonzalez,19,2021-03-17,7
6271,2000059,buzzman,50,2020-03-22,7
6272,1012326,dusty_in_vilas-tx,4,2019-06-14,7
6273,22589,sambiology,11,2019-12-12,7
6274,2249019,elytrid,5,2020-05-26,7
6275,81261,biohexx1,33,2018-02-17,7
6276,81261,biohexx1,33,2017-05-29,7
6277,980404,jilliankern,31,2019-10-17,7
6278,242224,malisaspring,17,2020-05-14,7
6279,261069,franciscoacos,10,2021-04-15,7
6280,2249019,elytrid,5,2020-04-26,7
6281,81261,biohexx1,33,2018-05-15,7
6282,22589,sambiology,11,2018-11-23,7
6283,261069,franciscoacos,10,2020-10-01,7
6284,261069,franciscoacos,10,2020-09-29,7
6285,2207499,willogonzalez,19,2021-01-18,7
6286,81261,biohexx1,33,2018-05-24,7
6287,2207499,willogonzalez,19,2021-01-14,7
6288,22589,sambiology,11,2018-11-16,7
6289,80984,kimssight,30,2019-04-28,7
6290,22589,sambiology,11,2018-11-13,7
6291,22589,sambiology,11,2020-03-19,7
6292,2207499,willogonzalez,19,2021-01-09,7
6293,242224,malisaspring,17,2019-12-26,7
6294,22589,sambiology,11,2018-10-03,7
6295,261069,franciscoacos,10,2020-09-24,7
6296,242224,malisaspring,17,2021-10-13,7
6297,2207499,willogonzalez,19,2020-12-28,7
6298,22589,sambiology,11,2018-09-11,7
6299,261069,franciscoacos,10,2020-09-21,7
6300,22589,sambiology,11,2020-03-27,7
6301,242224,malisaspring,17,2019-12-17,7
6302,2116455,davidenrique,3,2019-12-21,7
6303,81261,biohexx1,33,2018-05-11,7
6304,22589,sambiology,11,2018-12-05,7
6305,22589,sambiology,11,2020-03-01,7
6306,1012326,dusty_in_vilas-tx,4,2019-03-31,7
6307,1012326,dusty_in_vilas-tx,4,2019-03-29,7
6308,261069,franciscoacos,10,2021-03-19,7
6309,1012326,dusty_in_vilas-tx,4,2019-09-18,7
6310,1012326,dusty_in_vilas-tx,4,2020-04-14,7
6311,80984,kimssight,30,2019-03-21,7
6312,22589,sambiology,11,2019-02-23,7
6313,2032840,ghostburglar,12,2022-03-18,7
6314,1012326,dusty_in_vilas-tx,4,2019-09-19,7
6315,22589,sambiology,11,2019-02-20,7
6316,22589,sambiology,11,2019-01-30,7
6317,22589,sambiology,11,2020-03-11,7
6318,22589,sambiology,11,2019-01-15,7
6319,261069,franciscoacos,10,2021-04-02,7
6320,261069,franciscoacos,10,2021-04-05,7
6321,2207499,willogonzalez,19,2021-02-10,7
6322,22589,sambiology,11,2018-12-24,7
6323,22589,sambiology,11,2018-12-23,7
6324,22589,sambiology,11,2020-03-03,7
6325,261069,franciscoacos,10,2020-10-08,7
6326,81261,biohexx1,33,2017-04-27,7
6327,2207499,willogonzalez,19,2021-02-06,7
6328,331926,erininmd,25,2019-09-02,7
6329,1809393,jtkindt,20,2021-10-04,7
6330,23520,entomike,39,2021-09-03,7
6331,2249019,elytrid,5,2021-03-20,7
6332,261069,franciscoacos,10,2021-08-07,7
6333,22589,sambiology,11,2017-04-06,7
6334,794489,lltimms,27,2020-06-02,7
6335,261069,franciscoacos,10,2019-09-05,7
6336,80984,kimssight,30,2021-05-03,7
6337,261069,franciscoacos,10,2021-08-11,7
6338,1809393,jtkindt,20,2020-11-17,7
6339,794489,lltimms,27,2020-06-12,7
6340,52839,glmory,44,2017-09-15,7
6341,22589,sambiology,11,2017-04-08,7
6342,2207499,willogonzalez,19,2021-12-13,7
6343,261069,franciscoacos,10,2019-08-02,7
6344,2032840,ghostburglar,12,2021-04-01,7
6345,2207499,willogonzalez,19,2021-12-16,7
6346,261069,franciscoacos,10,2019-07-27,7
6347,52839,glmory,44,2017-08-17,7
6348,2207499,willogonzalez,19,2021-12-25,7
6349,261069,franciscoacos,10,2021-08-23,7
6350,1809393,jtkindt,20,2020-11-26,7
6351,52839,glmory,44,2018-02-05,7
6352,1809393,jtkindt,20,2021-04-15,7
6353,1012326,dusty_in_vilas-tx,4,2020-07-01,7
6354,794489,lltimms,27,2020-05-04,7
6355,261069,franciscoacos,10,2019-11-30,7
6356,794489,lltimms,27,2020-05-19,7
6357,1809393,jtkindt,20,2021-03-15,7
6358,1012326,dusty_in_vilas-tx,4,2020-07-30,7
6359,261069,franciscoacos,10,2019-11-04,7
6360,775455,iosialectus,18,2021-12-13,7
6361,1809393,jtkindt,20,2021-01-25,7
6362,23520,entomike,39,2021-10-16,7
6363,22589,sambiology,11,2021-07-18,7
6364,261069,franciscoacos,10,2019-10-23,7
6365,261069,franciscoacos,10,2019-10-17,7
6366,22589,sambiology,11,2017-05-24,7
6367,23520,entomike,39,2021-10-11,7
6368,1809393,jtkindt,20,2020-12-06,7
6369,794489,lltimms,27,2020-05-31,7
6370,775455,iosialectus,18,2021-12-14,7
6371,261069,franciscoacos,10,2021-07-29,7
6372,1012326,dusty_in_vilas-tx,4,2020-07-19,7
6373,736966,jbar82,35,2021-10-24,7
6374,242224,malisaspring,17,2018-12-28,7
6375,52839,glmory,44,2015-10-06,7
6376,52839,glmory,44,2015-04-26,7
6377,1012326,dusty_in_vilas-tx,4,2020-07-27,7
6378,2116455,davidenrique,3,2021-12-14,7
6379,85164,catenatus,32,2019-03-21,7
6380,261069,franciscoacos,10,2019-05-06,7
6381,2032840,ghostburglar,12,2020-12-02,7
6382,736966,jbar82,35,2021-07-12,7
6383,261069,franciscoacos,10,2021-09-24,7
6384,52839,glmory,44,2016-04-03,7
6385,2032840,ghostburglar,12,2021-03-16,7
6386,736966,jbar82,35,2021-05-28,7
6387,736966,jbar82,35,2021-05-26,7
6388,22589,sambiology,11,2016-11-01,7
6389,52839,glmory,44,2016-04-16,7
6390,2032840,ghostburglar,12,2020-11-02,7
6391,775455,iosialectus,18,2022-03-20,7
6392,22589,sambiology,11,2021-11-30,7
6393,261069,franciscoacos,10,2021-10-19,7
6394,2116455,davidenrique,3,2021-12-19,7
6395,261069,franciscoacos,10,2019-05-19,7
6396,2116455,davidenrique,3,2021-12-25,7
6397,261069,franciscoacos,10,2019-05-28,7
6398,261069,franciscoacos,10,2019-07-14,7
6399,261069,franciscoacos,10,2019-07-10,7
6400,22589,sambiology,11,2017-03-14,7
6401,2207499,willogonzalez,19,2022-02-02,7
6402,22589,sambiology,11,2017-03-11,7
6403,2116455,davidenrique,3,2022-02-26,7
6404,2116455,davidenrique,3,2022-02-24,7
6405,261069,franciscoacos,10,2019-06-23,7
6406,2116455,davidenrique,3,2022-02-17,7
6407,2207499,willogonzalez,19,2022-02-14,7
6408,22589,sambiology,11,2021-09-21,7
6409,794489,lltimms,27,2020-07-17,7
6410,1809393,jtkindt,20,2020-09-09,7
6411,34728,cosmiccat,14,2022-03-17,7
6412,331926,erininmd,25,2021-06-26,7
6413,1012326,dusty_in_vilas-tx,4,2019-12-17,7
6414,2032840,ghostburglar,12,2020-10-14,7
6415,736966,jbar82,35,2021-11-05,7
6416,261069,franciscoacos,10,2021-01-26,7
6417,261069,franciscoacos,10,2019-12-26,7
6418,1809393,jtkindt,20,2021-06-02,7
6419,1012326,dusty_in_vilas-tx,4,2020-06-11,7
6420,261069,franciscoacos,10,2021-07-20,7
6421,2207499,willogonzalez,19,2020-04-28,7
6422,1012326,dusty_in_vilas-tx,4,2020-01-28,7
6423,23520,entomike,39,2021-11-04,7
6424,2249019,elytrid,5,2021-01-12,7
6425,2207499,willogonzalez,19,2020-06-04,7
6426,794489,lltimms,27,2019-09-24,7
6427,23520,entomike,39,2021-11-30,7
6428,2032840,ghostburglar,12,2021-05-04,7
6429,2249019,elytrid,5,2021-01-14,7
6430,2249019,elytrid,5,2021-01-28,7
6431,22589,sambiology,11,2017-11-10,7
6432,1012326,dusty_in_vilas-tx,4,2020-06-04,7
6433,2207499,willogonzalez,19,2021-11-08,7
6434,23520,entomike,39,2021-11-10,7
6435,22589,sambiology,11,2021-04-14,7
6436,23520,entomike,39,2021-11-14,7
6437,736966,jbar82,35,2021-12-10,7
6438,261069,franciscoacos,10,2020-02-15,7
6439,22589,sambiology,11,2021-05-07,7
6440,22589,sambiology,11,2017-08-16,7
6441,736966,jbar82,35,2022-03-24,7
6442,261069,franciscoacos,10,2021-07-17,7
6443,2207499,willogonzalez,19,2021-11-02,7
6444,242224,malisaspring,17,2019-04-29,7
6445,261069,franciscoacos,10,2021-07-08,7
6446,242224,malisaspring,17,2019-07-31,7
6447,2207499,willogonzalez,19,2020-04-27,7
6448,22589,sambiology,11,2017-10-31,7
6449,1809393,jtkindt,20,2021-06-23,7
6450,1012326,dusty_in_vilas-tx,4,2020-02-02,7
6451,794489,lltimms,27,2020-08-03,7
6452,180811,borisb,7,2018-04-22,6
6453,261069,franciscoacos,10,2021-03-14,6
6454,23520,entomike,39,2022-01-18,6
6455,261069,franciscoacos,10,2021-03-15,6
6456,1163777,trinaroberts,34,2021-04-12,6
6457,242224,malisaspring,17,2021-11-26,6
6458,2207499,willogonzalez,19,2022-02-23,6
6459,1453678,marina_gorbunova,45,2021-11-24,6
6460,6971,silversea_starsong,6,2019-09-10,6
6461,6971,silversea_starsong,6,2019-08-27,6
6462,706076,crawlingworld,21,2021-05-27,6
6463,261069,franciscoacos,10,2021-03-12,6
6464,1163777,trinaroberts,34,2020-06-04,6
6465,479031,dbmcc09,40,2018-12-02,6
6466,261069,franciscoacos,10,2021-04-07,6
6467,23520,entomike,39,2019-12-29,6
6468,3499188,danielaaquino,38,2021-09-09,6
6469,1453678,marina_gorbunova,45,2021-10-26,6
